production_name,genome_uuid,meta_key,desired_meta_value,dataset_type,species_id,table_location
,6239183a-b794-4c0c-9d7b-ae825bb148d3,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,43d118ea-66f7-41a2-9ab2-f1bb0059dff4,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,265d79cc-b09e-4dd5-b27b-9bbad3fd5971,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,75d32b9a-5aab-44d9-ac61-e9dfc386206d,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,3347153e-33b7-494f-8b34-019adab2331f,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,a8d0bbf9-7626-4eef-9cf2-35f0f5586b14,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,9969e906-ef2c-4b4a-87b0-2f9733e688fa,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,591e6ef7-0f16-4bfc-aaac-98958c5210da,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,3e7989d5-8f0a-488d-95a4-d1457b2ba999,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,2b76a88c-30c1-496d-99fe-0a6b2a013aa2,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,f93919a0-50b8-4107-946a-f4fca86eb92d,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,1fea5797-1a4f-4d8c-95c8-fb10f9ba0d40,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,8562d74e-b839-4774-a630-01d9a38d65b6,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,399ea967-886b-41d8-8ba1-30f7bea23dbe,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,cedbea50-08df-42b9-8796-1ce7879fda45,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,b5fda300-c80c-4367-92f4-4b21b60274f3,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,cad170e4-42be-42b7-aaed-09193d7db113,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,da9d5129-86f0-471d-927d-2610ec81ea08,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,53eb2790-3491-454e-b8e3-6f735a5c6e47,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,051afc67-2669-4ccd-9f35-3615db8596e2,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,94b7d790-fb8b-4630-83a2-4969c55e470d,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,edae79eb-33dd-48ce-90c5-a14667115a87,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,62ccc971-10c8-4718-9da3-6c8efe4ad450,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,fab84d17-cc3c-4852-8cff-a2dc5b831c9d,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,d4bf168d-e986-456e-8d98-019f7cbf9300,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,28a541f7-8650-4aaa-a7e9-a566f4523ad8,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,e21df578-b4b3-4181-a7a0-8c66f9a9ecdc,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,62d1a566-d4a7-4efb-9db5-d77f2da9eb60,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,94c4c402-5120-428f-80c1-9500278112ab,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,c4d25170-5264-4a72-bfcb-1c6d9b49a73c,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
,cfa10cd4-afc1-422b-a766-35085a120e40,genebuild.method_display,Mapping from GRCh38,genebuild,1,dataset_attribute
